NumDots,SubdomainLevel,PathLevel,UrlLength,NumDashInHostname,AtSymbol,NumUnderscore,NumPercent,NumAmpersand,NumHash,NumNumericChars,NoHttps,PathLength,IpAddress,TildeSymbol,HostnameLength,DoubleSlashInPath,QueryLength,NumQueryComponents,FrequentDomainNameMismatch,NumSensitiveWords,NumDash,DomainInSubdomains,DomainInPaths,HttpsInHostname,RatioNum2Let,noOfBrackets,NonASCIIChar,RatioSubdomain2Domain,ExeSubdomain,Label
4,3,2,38,0,0,0,0,0,0,1,0,16,0,0,14,0,0,1,1,1,0,0,0,0,0.0357142857142857,0,0,1.0,0,0
3,2,2,41,0,0,0,0,0,0,0,0,19,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,49,0,0,0,0,0,0,0,0,16,0,0,25,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0588235294117647,0,0
2,2,1,32,0,0,0,0,0,0,0,0,13,0,0,11,0,0,1,1,1,0,0,0,0,0.0,0,0,0.25,0,0
2,2,1,29,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,1,28,0,0,0,0,0,0,0,0,1,0,0,19,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,35,0,0,0,0,0,0,0,0,6,0,0,21,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0769230769230769,0,0
3,2,4,107,0,0,0,0,0,0,8,0,89,0,0,10,0,0,1,1,1,4,0,0,0,0.0975609756097561,0,0,0.3333333333333333,0,0
3,2,2,56,0,0,0,0,0,0,0,0,28,0,0,20,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0833333333333333,0,0
5,5,1,55,0,0,0,0,0,0,8,1,1,0,0,47,0,0,1,1,0,0,0,0,0,0.2105263157894736,0,0,0.1666666666666666,1,0
2,1,1,82,2,0,0,0,2,0,1,1,16,0,0,19,0,39,3,1,7,2,0,0,0,0.0153846153846153,0,0,0.0,0,0
2,2,2,38,0,0,0,0,0,0,0,0,6,0,0,24,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0625,0,0
3,2,1,50,0,0,0,0,0,0,1,0,28,0,0,14,0,0,1,1,1,3,0,0,0,0.0256410256410256,0,0,0.1666666666666666,0,0
2,2,3,44,0,0,0,0,0,0,0,0,15,0,0,21,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0769230769230769,0,0
3,3,1,29,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.6666666666666666,0,0
2,2,2,36,0,0,0,0,0,0,2,0,8,0,0,20,0,0,1,1,1,0,0,0,0,0.074074074074074,0,0,0.0833333333333333,0,0
2,2,1,33,0,0,0,0,0,0,0,0,8,0,0,17,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
2,2,1,32,0,0,0,0,0,0,0,0,1,0,0,23,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0625,0,0
2,2,2,68,0,0,0,0,0,0,0,0,42,0,0,18,0,0,1,1,1,4,0,0,0,0.0,0,0,0.1,0,0
2,2,1,42,0,0,0,0,0,0,0,0,17,0,0,17,0,0,1,1,1,2,0,0,0,0.0,0,0,0.1111111111111111,0,0
2,2,1,32,0,0,0,0,0,0,0,0,9,0,0,15,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1428571428571428,0,0
3,3,1,39,3,0,0,0,0,0,1,0,1,0,0,30,0,0,1,1,1,3,0,0,0,0.0357142857142857,0,0,0.6666666666666666,0,0
2,2,1,40,0,0,0,0,0,0,0,0,7,0,0,25,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0588235294117647,0,0
2,2,1,55,0,0,0,0,0,0,0,0,25,0,0,22,0,0,1,1,1,3,0,0,0,0.0,0,0,0.0714285714285714,0,0
2,2,2,35,0,0,0,0,0,0,0,0,10,0,0,17,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
5,2,1,118,0,1,0,0,0,0,11,0,9,0,0,16,0,84,1,1,2,0,0,0,0,0.125,0,0,0.1111111111111111,0,0
2,2,3,50,0,0,0,0,0,0,0,0,26,0,0,16,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1111111111111111,0,0
2,2,2,41,0,0,0,0,0,0,0,0,9,0,0,24,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0625,0,0
2,2,1,27,1,0,0,0,0,0,0,0,1,0,0,18,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1,0,0
2,2,1,38,0,0,0,0,0,0,0,0,11,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0833333333333333,0,0
3,3,1,30,0,0,0,0,0,0,0,0,1,0,0,21,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2857142857142857,0,0
4,3,3,53,1,0,0,0,0,0,6,0,30,0,0,15,0,0,1,1,1,1,0,0,0,0.1666666666666666,0,0,1.0,0,0
2,2,1,34,1,0,0,0,0,0,0,0,1,0,0,25,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0588235294117647,0,0
2,2,1,22,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2,0,0
2,2,1,39,0,0,0,0,0,0,0,0,11,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
3,2,2,54,0,0,0,0,0,0,12,0,30,0,0,16,0,0,1,1,1,1,0,0,0,0.3636363636363636,0,0,0.125,0,0
2,2,1,37,0,0,0,0,0,0,0,0,11,0,0,18,0,0,1,1,1,2,0,0,0,0.0,0,0,0.1,0,0
2,2,5,60,0,0,0,0,0,0,0,1,30,0,0,23,0,0,1,1,0,1,0,0,0,0.0,0,0,0.0666666666666666,0,0
2,2,1,24,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,3,48,0,0,0,0,0,0,0,1,18,0,0,23,0,0,1,1,0,1,0,0,0,0.0,0,0,0.0666666666666666,0,0
4,3,2,41,0,0,0,0,0,0,0,0,19,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,1.0,0,0
3,2,2,59,0,0,0,0,0,0,0,0,28,0,0,23,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0625,0,0
2,2,1,27,0,0,0,0,0,0,0,0,1,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0909090909090909,0,0
3,2,2,58,0,0,0,0,0,0,0,0,28,0,0,22,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0714285714285714,0,0
5,2,2,137,0,0,0,0,0,0,16,0,115,0,0,14,0,0,1,1,1,0,0,0,0,0.1632653061224489,0,0,0.1666666666666666,0,0
2,2,1,46,0,0,0,0,0,0,4,0,22,0,0,16,0,0,1,1,1,2,0,0,0,0.1176470588235294,0,0,0.125,0,0
2,2,1,35,0,0,0,0,0,0,0,0,1,0,0,26,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0555555555555555,0,0
2,2,1,44,0,0,0,0,0,0,0,0,15,0,0,21,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0769230769230769,0,0
2,1,1,77,2,0,0,0,0,0,20,0,25,0,0,44,0,0,1,1,3,2,0,0,0,0.425531914893617,0,0,0.0,0,0
2,2,3,40,0,0,0,0,0,0,0,0,16,0,0,16,0,0,1,1,2,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
4,3,2,42,0,0,0,0,0,0,0,0,16,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,1.0,0,0
2,2,1,40,1,0,0,0,0,0,0,0,1,0,0,31,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0416666666666666,0,0
2,2,2,37,0,0,0,0,0,0,0,0,16,0,0,13,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2,0,0
3,2,3,61,0,0,0,0,0,0,0,0,29,0,0,24,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0625,0,0
2,2,2,126,0,0,0,0,0,0,0,0,96,0,0,22,0,0,1,1,1,12,0,0,0,0.0,0,0,0.0714285714285714,0,0
2,2,2,33,0,0,0,0,0,0,0,0,15,0,0,10,0,0,1,1,1,1,0,0,0,0.0,0,0,0.3333333333333333,0,0
1,1,1,48,1,0,0,0,0,0,16,0,20,0,0,20,0,0,1,1,1,1,0,0,0,0.6153846153846154,0,0,0.0,0,0
3,2,1,33,0,0,0,0,0,0,5,0,16,0,0,9,0,0,1,1,1,0,0,0,0,0.238095238095238,0,0,0.5,0,0
2,2,2,51,0,0,0,0,0,0,0,0,33,0,0,10,0,0,1,1,1,3,0,0,0,0.0,0,0,0.3333333333333333,0,0
2,2,1,25,0,0,0,0,0,0,0,0,1,0,0,16,0,0,1,1,1,0,0,0,0,0.0,0,0,0.125,0,0
3,3,5,46,0,0,0,0,0,0,12,0,17,0,0,21,0,0,1,1,1,0,0,0,0,0.5217391304347826,0,0,1.0,0,0
2,2,2,47,0,0,0,0,0,0,0,0,9,0,0,30,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0454545454545454,0,0
3,2,3,44,0,0,0,0,0,0,0,0,23,0,0,13,0,0,1,1,1,2,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,2,101,0,0,0,0,0,0,27,0,36,0,0,16,0,40,1,1,1,0,0,0,0,0.4153846153846154,0,0,0.3333333333333333,0,0
2,2,2,34,0,0,0,0,0,0,0,0,13,0,0,13,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,35,1,0,0,0,0,0,0,0,1,0,0,26,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0526315789473684,0,0
2,2,1,48,0,0,0,0,0,0,0,0,23,0,0,17,0,0,1,1,2,2,0,0,0,0.0,0,0,0.2,0,0
3,2,1,52,1,0,0,0,0,0,0,0,25,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,57,0,0,0,0,0,0,3,0,24,0,0,25,0,0,1,1,1,2,0,0,0,0.0666666666666666,0,0,0.0588235294117647,0,0
2,2,1,46,2,0,0,0,0,0,0,0,5,0,0,33,0,0,1,1,1,2,0,0,0,0.0,0,0,0.1,0,0
2,2,1,21,0,0,0,0,0,0,0,0,1,0,0,12,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2,0,0
3,2,1,36,0,0,0,0,0,0,0,0,13,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,2,41,0,0,0,0,0,0,0,0,15,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,31,0,0,0,0,0,0,0,0,9,0,0,14,0,0,1,1,2,0,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,1,30,1,0,0,0,0,0,0,0,1,0,0,21,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0769230769230769,0,0
2,2,2,35,0,0,0,0,0,0,0,0,14,0,0,13,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,2,36,0,0,0,0,0,0,0,0,10,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
4,3,1,38,0,0,0,0,0,0,0,0,14,0,0,16,0,0,1,1,1,0,0,0,0,0.0,0,0,0.6666666666666666,0,0
2,2,2,50,1,0,0,0,0,0,0,0,23,0,0,19,0,0,1,1,1,3,0,0,0,0.0,0,2,0.0909090909090909,0,0
3,2,2,52,0,0,0,0,0,0,0,0,28,0,0,16,0,0,1,1,1,1,0,0,0,0.0,0,0,0.125,0,0
2,2,1,28,0,0,0,0,0,0,0,0,1,0,0,19,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,33,0,0,0,0,0,0,0,0,9,0,0,16,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
3,3,1,24,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.6666666666666666,0,0
2,2,2,46,0,0,0,0,0,0,0,0,19,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,41,0,0,0,0,0,0,2,0,10,0,0,23,0,0,1,1,1,1,0,0,0,0.064516129032258,0,0,0.0666666666666666,0,0
2,2,2,51,0,0,0,0,0,0,0,1,25,0,0,19,0,0,1,1,0,3,0,0,0,0.0,0,0,0.0909090909090909,0,0
3,2,1,39,0,0,0,0,0,0,0,0,12,0,0,19,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0909090909090909,0,0
3,3,2,38,1,0,0,0,0,0,0,0,9,0,0,21,0,0,1,1,1,1,0,0,0,0.0,0,0,1.0,0,0
2,2,4,62,0,0,0,0,0,0,0,0,30,0,0,24,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0588235294117647,0,0
4,2,4,110,0,0,0,0,0,0,33,0,77,0,0,25,0,0,1,1,1,1,0,0,0,0.5076923076923077,0,0,0.0555555555555555,0,0
4,3,2,43,0,0,0,0,0,0,0,0,20,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,1.0,0,0
2,2,2,38,0,0,0,0,0,0,0,0,19,0,0,11,0,0,1,1,1,0,0,0,0,0.0,0,0,0.25,0,0
2,2,2,39,0,0,0,0,0,0,0,0,12,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
3,3,1,43,0,0,0,0,0,0,0,0,15,0,0,20,0,0,1,1,1,1,0,0,0,0.0,0,0,1.0,0,0
2,1,3,48,0,0,0,0,0,0,0,1,25,0,0,16,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0
2,2,2,30,0,0,0,0,0,0,0,0,8,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,2,74,0,0,0,0,0,0,0,0,44,0,0,22,0,0,1,1,2,3,0,0,0,0.0,0,0,0.0714285714285714,0,0
1,1,3,42,0,0,0,0,0,0,1,0,21,0,0,13,0,0,1,1,1,0,0,0,0,0.0294117647058823,0,0,0.0,0,0
2,2,1,23,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,28,0,0,0,0,0,0,0,0,6,0,0,14,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,2,23,0,0,0,0,0,0,0,0,4,0,0,11,0,0,1,1,1,0,0,0,0,0.0,0,0,0.25,0,0
4,2,5,102,0,0,0,0,0,0,11,0,73,0,0,21,0,0,1,1,1,1,0,0,0,0.1428571428571428,0,0,0.0769230769230769,0,0
3,3,2,35,1,0,0,0,0,0,0,0,9,0,0,18,0,0,1,1,1,1,0,0,0,0.0,0,0,1.0,0,0
2,2,2,45,0,0,0,0,0,0,0,0,21,0,0,16,0,0,1,1,1,3,0,0,0,0.0,0,0,0.125,0,0
3,2,2,50,0,0,0,0,0,0,0,0,30,0,0,12,0,0,1,1,1,1,0,0,0,0.0,0,0,0.2,0,0
3,2,2,55,0,0,0,0,0,0,0,0,28,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0833333333333333,0,0
1,1,2,26,0,0,0,0,0,0,0,0,6,0,0,12,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0,0,0
2,2,1,22,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2,0,0
2,2,1,32,0,0,0,0,0,0,0,0,1,0,0,23,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0666666666666666,0,0
2,2,3,53,0,0,0,0,0,0,0,0,26,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,1,29,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,2,48,0,0,0,0,0,0,0,0,24,0,0,16,0,0,1,1,1,1,0,0,0,0.0,0,0,0.125,0,0
3,3,1,33,0,0,0,0,0,0,0,0,1,0,0,24,0,0,1,1,1,0,0,0,0,0.0,0,0,0.6666666666666666,0,0
3,2,2,47,0,0,0,0,0,0,0,0,19,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,2,30,0,0,0,0,0,0,0,0,9,0,0,13,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2,0,0
2,2,1,23,0,0,0,0,0,0,1,1,5,0,0,11,0,0,1,1,0,0,0,0,0,0.0625,0,0,0.25,0,0
2,2,3,66,1,0,0,0,0,0,1,0,35,0,0,23,0,0,1,1,1,4,0,0,0,0.0188679245283018,0,0,0.0625,0,0
3,3,1,28,0,0,0,0,0,0,0,0,1,0,0,19,0,0,1,1,1,0,0,0,0,0.0,0,0,1.0,0,0
2,2,1,31,0,0,0,0,0,0,0,0,1,0,0,22,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0714285714285714,0,0
2,2,1,38,0,0,0,0,0,0,0,0,10,0,0,20,0,0,1,1,2,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,1,46,0,0,0,0,0,0,0,0,16,0,0,22,0,0,1,1,2,1,0,0,0,0.0,0,0,0.0714285714285714,0,0
3,2,3,77,0,0,0,0,0,0,8,0,54,0,0,15,0,0,1,1,1,7,0,0,0,0.1509433962264151,0,0,0.125,0,0
3,2,2,51,0,0,0,0,0,0,0,0,20,0,0,23,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0666666666666666,0,0
3,2,1,38,0,0,0,0,0,0,0,0,15,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,2,32,1,0,0,0,0,0,0,0,6,0,0,18,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,53,0,0,0,0,0,0,0,0,27,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
2,2,2,42,0,0,0,0,0,0,0,0,19,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.125,0,0
2,2,2,91,0,0,0,0,0,0,0,0,62,0,0,21,0,0,1,1,1,6,0,0,0,0.0,0,0,0.0769230769230769,0,0
2,2,1,40,0,0,0,0,0,0,0,0,10,0,0,22,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0714285714285714,0,0
2,1,1,31,0,0,0,0,0,0,0,1,11,0,0,13,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0
2,2,2,47,0,0,0,0,0,0,0,0,22,0,0,17,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1,0,0
3,2,1,46,0,0,0,0,0,0,0,0,14,0,0,24,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0625,0,0
3,2,1,45,1,0,0,0,0,0,0,0,18,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,26,0,0,0,0,0,0,2,0,6,0,0,12,0,0,1,1,1,0,0,0,0,0.1176470588235294,0,0,0.2,0,0
3,2,2,43,0,0,0,0,0,0,0,0,17,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
3,2,1,31,0,0,0,0,0,0,0,0,13,0,0,10,0,0,1,1,1,0,0,0,0,0.0,0,0,0.3333333333333333,0,0
3,2,1,43,0,0,0,0,0,0,0,0,20,0,0,15,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,2,44,0,0,0,0,0,0,0,0,22,0,0,14,0,0,1,1,2,1,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,1,48,0,0,0,0,0,0,0,0,26,0,0,14,0,0,1,1,1,3,0,0,0,0.0,0,0,0.1666666666666666,0,0
3,2,1,39,0,0,0,0,0,0,0,0,11,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,1,33,0,0,0,0,0,0,0,0,7,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
2,2,1,48,0,0,0,0,0,0,0,0,13,0,0,27,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0526315789473684,0,0
2,2,1,35,0,0,0,0,0,0,0,0,12,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.125,0,0
2,2,1,22,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,1,1,0,0,0,0,0.0,0,0,0.2,0,0
2,2,1,28,1,0,0,0,0,0,0,0,1,0,0,19,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,1,33,1,0,0,0,0,0,0,0,1,0,0,24,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0625,0,0
2,2,2,25,1,0,0,0,0,0,0,0,4,0,0,13,0,0,1,1,1,1,0,0,0,0.0,0,0,0.2,0,0
2,2,3,47,0,0,0,0,0,0,0,0,25,0,0,14,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,44,0,0,0,0,0,0,1,0,18,0,0,18,0,0,1,1,1,2,0,0,0,0.0285714285714285,0,0,0.1,0,0
2,2,2,40,0,0,0,0,0,0,0,0,20,0,0,12,0,0,1,1,1,1,0,0,0,0.0,0,0,0.2,0,0
2,2,2,46,0,0,0,0,0,0,0,0,21,0,0,17,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1,0,0
2,2,2,41,0,0,0,0,0,0,0,0,15,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
3,3,2,32,0,0,0,0,0,0,0,0,6,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,1.0,0,0
2,2,1,20,1,0,0,0,0,0,1,0,1,0,0,11,0,0,1,1,1,1,0,0,0,0.0833333333333333,0,0,0.25,0,0
3,2,1,41,0,0,0,0,0,0,0,0,11,0,0,22,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0714285714285714,0,0
3,2,1,36,0,0,0,0,0,0,0,0,13,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1428571428571428,0,0
3,3,1,23,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,0.6666666666666666,0,0
2,2,2,50,1,0,0,0,0,0,0,0,19,0,0,23,0,0,1,1,1,2,0,0,0,0.0,0,0,0.0666666666666666,0,0
2,2,2,33,0,0,0,0,0,0,0,0,11,0,0,14,0,0,1,1,2,1,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,29,0,0,0,0,0,0,0,0,10,0,0,11,0,0,1,1,1,0,0,0,0,0.0,0,0,0.25,0,0
2,2,1,31,1,0,0,0,0,0,0,0,10,0,0,13,0,0,1,1,1,1,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,35,1,0,0,0,0,0,0,0,7,0,0,20,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0769230769230769,0,0
2,2,1,24,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1428571428571428,0,0
2,2,1,37,0,0,0,0,0,0,0,0,1,0,0,28,0,0,1,1,1,0,0,0,0,0.0,0,0,0.05,0,0
2,2,2,40,0,0,0,0,0,0,0,0,15,0,0,17,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
1,1,1,41,0,0,0,0,0,0,1,0,9,0,0,24,0,0,1,1,1,0,0,0,0,0.0285714285714285,0,0,0.0,0,0
2,2,3,53,0,0,0,0,0,0,0,0,28,0,0,17,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
2,2,2,65,0,0,0,0,0,0,0,0,29,0,0,28,0,0,1,1,1,2,0,0,0,0.0,0,0,0.05,0,0
2,2,2,46,0,0,0,0,0,0,0,0,26,0,0,12,0,0,1,1,1,1,0,0,0,0.0,0,0,0.2,0,0
3,3,2,45,0,0,0,0,0,0,1,0,12,0,0,25,0,0,1,1,1,0,0,0,0,0.0277777777777777,0,0,0.6666666666666666,0,0
3,2,2,60,0,0,0,0,0,0,0,0,28,0,0,24,0,0,1,1,1,2,0,0,0,0.0,0,0,0.0625,0,0
3,2,1,38,0,0,0,0,0,0,0,0,13,0,0,17,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1111111111111111,0,0
2,2,2,31,0,0,0,0,0,0,1,0,9,0,0,14,0,0,1,1,1,0,0,0,0,0.0434782608695652,0,0,0.1428571428571428,0,0
2,2,1,32,0,0,0,0,0,0,0,0,8,0,0,16,0,0,1,1,2,0,0,0,0,0.0,0,0,0.125,0,0
2,2,2,59,0,0,0,0,0,0,0,0,34,0,0,17,0,0,1,1,3,3,0,0,0,0.0,0,0,0.1111111111111111,0,0
2,2,3,39,0,0,0,0,0,0,0,0,17,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1666666666666666,0,0
6,4,2,64,1,0,0,0,0,0,0,0,21,0,0,35,0,0,1,1,2,1,0,0,0,0.0,0,0,0.2142857142857142,1,0
2,2,1,46,0,0,0,0,0,0,0,0,22,0,0,16,0,0,1,1,1,2,0,0,0,0.0,0,0,0.125,0,0
3,2,1,51,0,0,0,0,0,0,1,0,17,0,0,26,0,0,1,1,1,0,0,0,0,0.0232558139534883,0,0,0.0555555555555555,0,0
2,2,1,33,0,0,0,0,0,0,0,0,5,0,0,20,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,2,44,0,0,0,0,0,0,0,0,20,0,0,16,0,0,1,1,1,1,0,0,0,0.0,0,0,0.125,0,0
2,1,3,41,0,0,0,0,0,0,3,1,22,0,0,12,0,0,1,1,0,0,0,0,0,0.1,0,0,0.0,0,0
2,2,1,37,1,0,0,0,0,0,0,0,9,0,0,20,0,0,1,1,1,2,0,0,0,0.0,0,0,0.0833333333333333,0,0
2,2,1,34,0,0,0,0,0,0,0,0,8,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
2,2,3,64,0,0,0,0,0,0,0,0,33,0,0,23,0,0,1,1,1,3,0,0,0,0.0,0,0,0.0666666666666666,0,0
3,3,1,39,0,0,0,0,0,0,0,0,1,0,0,30,0,0,1,1,1,0,0,0,0,0.0,0,0,1.0,0,0
2,2,1,27,0,0,0,0,0,0,0,0,1,0,0,18,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1,0,0
5,5,1,47,1,0,0,0,0,0,0,0,1,0,0,38,0,0,1,1,1,1,0,0,1,0.0,0,0,0.6666666666666666,1,0
2,2,1,44,0,0,0,0,0,0,0,0,19,0,0,17,0,0,1,1,1,2,0,0,0,0.0,0,0,0.1111111111111111,0,0
3,2,5,78,0,0,0,0,0,0,6,0,55,0,0,15,0,0,1,1,1,3,0,0,0,0.1034482758620689,0,0,0.1428571428571428,0,0
2,2,2,47,0,0,0,0,0,0,0,0,20,0,0,19,0,0,1,1,1,0,0,0,0,0.0,0,0,0.0909090909090909,0,0
2,2,2,28,0,0,0,0,0,0,1,0,9,0,0,11,0,0,1,1,1,0,0,0,0,0.05,0,0,0.3333333333333333,0,0
2,2,2,44,0,0,0,0,0,0,0,0,19,0,0,17,0,0,1,1,1,2,0,0,0,0.0,0,0,0.1,0,0
2,2,1,25,0,0,0,0,0,0,0,0,4,0,0,13,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1666666666666666,0,0
2,2,1,23,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,1,1,0,0,0,0,0.0,0,0,0.1666666666666666,0,0
3,2,3,64,0,0,0,0,0,0,2,0,39,0,0,17,0,0,1,1,1,1,0,0,0,0.0408163265306122,0,0,0.1111111111111111,0,0
